student_id,name,age,course_name,category,lead_score,priority_tier,counsellor_action
e304d26a-e933-4589-b718-b82a8056d140,Todd Johnston,45.0,NLP with Transformers,AI,95.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
dcbf73b6-5e24-4427-b6b5-c8e2dafa4f4a,Mrs. Chelsea Brown PhD,33.0,Artificial Intelligence A-Z,AI,95.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
4334c483-639b-45fd-b28e-a383a3f843c7,Erika Raymond,43.0,Network Defense,Cybersecurity,95.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
95d719f3-686d-41ed-b67f-90d589d43bc8,Calvin Wells,23.0,Deep Learning with TensorFlow,Data Science,95.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
ef2395eb-354a-483e-8acc-6a95fb6b8963,Richard White,28.0,Statistics for ML,Data Science,95.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
b02a06b5-3be6-4867-9abc-9c56ae6a963c,Mark Sanchez,43.0,Artificial Intelligence A-Z,AI,95.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
8b126567-c947-4c0f-8877-5239ce73cede,Johnny Bennett,35.0,Statistics for ML,Data Science,95.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
749faa69-8999-4292-9cf8-8cd63f8a8a2a,Denise Sanchez,24.0,Statistics for ML,Data Science,95.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
59c0b82b-15c0-47bd-959b-491efb6df9a2,Ms. Cynthia Gallagher,28.0,Deep Learning with TensorFlow,Data Science,95.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
2c54ca8a-39c3-41e4-b801-596541615b2f,Timothy Mack,41.0,Artificial Intelligence A-Z,AI,95.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
48545453-5300-40bb-b9d3-7eca414b6bf6,Deborah Oneill,23.0,React and Redux,Web Development,95.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
65457451-61ec-4d4d-ab05-1a54d603447f,Brian Lam,47.0,Python for Data Science,Data Science,95.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
faae30da-a6e5-4a56-9681-7fe7e241c149,Sarah Osborne,29.0,Deep Learning with TensorFlow,Data Science,94.9,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
d119e14f-ce69-4a8e-8d17-567ad91a21e9,Michelle Gomez,39.0,AWS Certified Solutions Architect,Cloud Computing,94.9,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
8a561184-dbfc-4677-ba67-a22c691ad49f,Samantha Ortiz,44.0,Backend APIs with Node.js,Web Development,94.9,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
c04cf9ca-209b-44eb-9ab4-c282b9032cbb,Michael Patel,22.0,Advanced Penetration Testing,Cybersecurity,94.9,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
87df8d22-2105-413f-a966-395e4855fe17,Tonya Miller,44.0,Deep Learning with TensorFlow,Data Science,94.9,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
fcd73277-ce50-4053-affe-6c44fd178514,Stephanie Morales,26.0,Kubernetes for DevOps,Cloud Computing,94.9,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
a09a5dc4-f4f8-440a-bea1-778e2e9dbaf6,Jacqueline Gomez,42.0,Cybersecurity Fundamentals,Cybersecurity,94.9,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
934b1446-6b2b-417f-a6c7-0e157113053a,Rebecca Wright,41.0,Advanced Penetration Testing,Cybersecurity,94.8,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
65dbbeb6-52e3-4fcd-a311-eb36339fb83d,Melissa Stone,33.0,Cybersecurity Fundamentals,Cybersecurity,94.8,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
8408b78e-b575-4624-9506-4743abe58710,Michael Yang,36.0,Full Stack Web Development,Web Development,94.8,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
7a02f482-542d-412f-9018-ab5da7897af5,William Quinn,34.0,Kubernetes for DevOps,Cloud Computing,94.8,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
6c6a3935-1ef1-488b-90cf-084c87c1c092,Tonya Sparks,46.0,Computer Vision with OpenCV,AI,94.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
53ea91f2-60b3-4ab5-a013-b42ec52739c0,Bobby Lee,25.0,Artificial Intelligence A-Z,AI,94.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
5043035c-d452-4507-a7b8-850cf4bd367a,Hunter Williams,48.0,Artificial Intelligence A-Z,AI,94.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
5b2246f7-9760-43f2-a775-58ed27135b4b,Joshua York,25.0,Full Stack Web Development,Web Development,94.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
cac99b66-1464-4f4d-8d2a-df0838ff01ee,William Franco,40.0,Kubernetes for DevOps,Cloud Computing,94.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
7feecd9c-0f86-4c55-a1a4-0fb5225e8a4a,Kimberly Phillips,38.0,Full Stack Web Development,Web Development,94.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
1073ca44-67b5-40af-8327-b53c16247251,Carl Jones,27.0,Computer Vision with OpenCV,AI,94.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
fb9f93db-683e-44b3-a5db-63d4d629d102,Cody Oconnell,40.0,Serverless Computing,Cloud Computing,94.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
26bea43d-0700-43b6-bb67-95f7633d5a7a,Jeremy Taylor,40.0,Neural Networks from Scratch,AI,94.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
b9136bac-4e15-46c9-a3da-3fb40e292454,Yvette Hurst,30.0,Advanced Penetration Testing,Cybersecurity,94.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
8ffbc323-8de4-44cd-8768-5cc3498c004c,Matthew Davis,43.0,Backend APIs with Node.js,Web Development,94.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
0dc8b9bf-97e2-4501-bba6-d9bc2a7ea5a3,Denise Smith,41.0,Serverless Computing,Cloud Computing,94.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
06b8699f-fff5-4f61-b1c2-baa2225a8190,Carolyn Anthony,30.0,Deep Learning with TensorFlow,Data Science,94.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
dde6f4c4-6053-42ce-b149-8a6d359182e9,Mark Fry,23.0,Artificial Intelligence A-Z,AI,94.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
6c1a70c4-e446-4152-bed4-32319990e9a6,Ronald Johnson,49.0,Certified Ethical Hacker (CEH),Cybersecurity,94.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
2f77e865-af25-4206-873c-30f1fdfc7f38,Whitney Clark,41.0,Python for Data Science,Data Science,94.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
a0238e16-ebcd-4eee-a92f-b0c7e208148e,Scott Green,25.0,NLP with Transformers,AI,94.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
d0126ed5-fe3a-4720-836c-9a7e9fff3ab2,Kimberly Bailey,45.0,Neural Networks from Scratch,AI,94.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
0cb264f0-c119-4a1e-b574-c57966eae3bb,Jordan Garcia,42.0,React and Redux,Web Development,94.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
74cc7c2d-bb9a-42ac-afdd-a72b931bf68e,Vincent Caldwell,35.0,Backend APIs with Node.js,Web Development,94.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
67b18a8f-139d-4861-befa-2efcf3a73062,Kimberly Olson,21.0,Neural Networks from Scratch,AI,94.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
e686fcdf-e1ba-44d8-b454-b6dacd8b26b9,Nancy Joseph,30.0,Neural Networks from Scratch,AI,94.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
b49d53c9-36fe-46cc-907e-d1d56e7660ed,Stephanie Lane,32.0,Python for Data Science,Data Science,94.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
d89d7c88-265a-40e9-a3ab-7e6ab30e9d04,Gary Gill,44.0,Cybersecurity Fundamentals,Cybersecurity,94.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
55f7be25-1823-4650-8d97-5c3cffb335a3,Nicole Manning,49.0,JavaScript Mastery,Web Development,94.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
1a7d0028-1ebe-4254-9391-f7d9cdd04a81,Kaitlin Lopez,36.0,Full Stack Web Development,Web Development,94.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
36066aaf-0517-42de-bea9-99cbf7fac677,Joshua Mendoza,37.0,Kubernetes for DevOps,Cloud Computing,94.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
8ae8147d-2557-4f1d-ab9e-d5a4a7bee7b7,Meghan Baker,39.0,Kubernetes for DevOps,Cloud Computing,94.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
88e5b880-d351-4fbc-b4bb-b75f22456cf5,Brandy Garza,26.0,Google Cloud Fundamentals,Cloud Computing,94.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
d119e14f-ce69-4a8e-8d17-567ad91a21e9,Michelle Gomez,39.0,Python for Data Science,Data Science,94.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
de5ffffe-0e96-455c-b609-cc3fd27782f4,Kirsten Greer,18.0,Computer Vision with OpenCV,AI,94.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
50f422af-caab-4408-8deb-0b892e259f34,John Butler,45.0,Certified Ethical Hacker (CEH),Cybersecurity,94.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
03632f78-ef8c-4999-b8b5-14e3f82f3110,Maria Pacheco,32.0,NLP with Transformers,AI,94.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
5c92f021-e6cb-406f-9bf6-e47145ac0760,Nancy Lambert,42.0,Artificial Intelligence A-Z,AI,94.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
4005f34b-696c-4c69-8e9a-377d412c6ca6,Justin Chase,18.0,Serverless Computing,Cloud Computing,94.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
46b870e5-cbe7-48e5-a2af-113e410adf84,Michele Smith,44.0,Deep Learning with TensorFlow,Data Science,94.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
35dcd3ac-4858-4daf-ac43-58779ed39b6b,Jermaine Hunter,27.0,Neural Networks from Scratch,AI,94.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
e15d43bd-6458-4463-b1a3-fabee123dd87,John Browning,45.0,Advanced Penetration Testing,Cybersecurity,94.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
955757fb-ce7e-43fe-acad-a40faa466126,Michael Gonzales,33.0,Full Stack Web Development,Web Development,94.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
53631ebd-aa10-415e-9b2c-abc4d9cc275d,Heather Moore,39.0,Advanced Penetration Testing,Cybersecurity,94.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
babf7a4b-2b36-4962-9c63-9b7e4bb9726c,Bridget Garza,48.0,Advanced Penetration Testing,Cybersecurity,94.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
fbed8b38-71a1-4dab-af9f-8e4d85fbddad,Christie Myers,33.0,Statistics for ML,Data Science,94.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
e219e7f5-fccb-47a4-ae62-5a47ebcd306c,Barbara Russell,18.0,Artificial Intelligence A-Z,AI,94.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
e1af0783-a2b6-4d74-867d-9ae77c1d17c0,Kevin Chase,33.0,Deep Learning with TensorFlow,Data Science,93.9,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
567a9c3f-1391-4f61-adb6-ee2bedfbd1bd,Michael Anderson,48.0,Certified Ethical Hacker (CEH),Cybersecurity,93.9,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
15e3a4d9-3b4e-4da7-a791-3cea477a5c3e,Sharon Larson,24.0,Statistics for ML,Data Science,93.9,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
24b6ea30-3168-481a-9f97-736488215094,Amanda Hill,48.0,Kubernetes for DevOps,Cloud Computing,93.9,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
2dc21766-3cfc-4be1-9d7e-287442646a2b,Kristin Kirk,20.0,Serverless Computing,Cloud Computing,93.9,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
f865d2ce-6aa9-4cf4-9b0d-323704b7c6df,Jerry Wright,40.0,Certified Ethical Hacker (CEH),Cybersecurity,93.9,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
284fad77-6504-4b3d-a79c-292d0acb25a4,Laura Davis,23.0,Statistics for ML,Data Science,93.9,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
72a0dc8d-7862-4e6f-a183-ed28f721751b,Amanda Robinson,49.0,NLP with Transformers,AI,93.9,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
1f211d84-a4be-48e9-a547-de14994833d9,April Hancock,28.0,Full Stack Web Development,Web Development,93.9,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
2b84e93d-d4fe-44a5-807d-80cc9d1750a0,Justin Houston,31.0,Deep Learning with TensorFlow,Data Science,93.9,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
652b94a7-8155-4ffa-be90-875f516472af,John Evans,47.0,International hotel condition.,Cybersecurity,93.8,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
2850efc6-2f75-466d-a56c-b4841a299e5e,Tracy Douglas,34.0,AWS Certified Solutions Architect,Cloud Computing,93.8,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
c25ebb9f-d858-42b6-8d99-d49264714d1c,Mary Williams,34.0,Artificial Intelligence A-Z,AI,93.8,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
be87b12c-e3dd-4876-9b9d-fc673fefe4f0,Thomas Herman,44.0,Google Cloud Fundamentals,Cloud Computing,93.8,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
7c7468e3-c46e-4934-b73e-033b595ace51,Donald Gill,40.0,Certified Ethical Hacker (CEH),Cybersecurity,93.8,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
3815c6a4-243b-471d-a91e-ea9e0465ecaa,Katrina Ramos,35.0,AWS Certified Solutions Architect,Cloud Computing,93.8,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
cebd62b5-dc8c-4d6b-a213-4035d3a3448c,Nicholas Combs,43.0,Serverless Computing,Cloud Computing,93.8,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
6a16a3fd-610e-484a-a984-424ee72a2e8d,Lynn Perez,43.0,React and Redux,Web Development,93.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
4b3bfd37-8cbb-4460-adaf-0500d2a12ed1,Bradley Mendez,43.0,Data Science Bootcamp,Data Science,93.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
8c2806df-7ec3-4b5b-90d2-c3a307d53f4e,Kristen Davis,41.0,React and Redux,Web Development,93.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
c9a9c626-90e9-493a-b4c6-9a696bc3d732,Felicia Woods,36.0,Certified Ethical Hacker (CEH),Cybersecurity,93.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
3295703d-f841-4f0c-ac8f-dba3f753f82f,Eric Wilson,36.0,Full Stack Web Development,Web Development,93.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
d21179d7-e3c1-49f4-9d7d-77cef3d7a061,Jessica Acosta,31.0,Advanced Penetration Testing,Cybersecurity,93.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
5a100d7a-6745-4144-8834-c46d6bf5334f,Mr. Timothy Stanton,25.0,Deep Learning with TensorFlow,Data Science,93.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
58c2f328-7d09-4cf4-85c4-fa9e8be52066,Laura Hernandez,32.0,Cybersecurity Fundamentals,Cybersecurity,93.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
bc74b6de-1f60-40ec-855b-1f1f6479275c,Teresa Mosley,35.0,NLP with Transformers,AI,93.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
84228d9e-acab-4d61-83ae-28095ecb243c,Nicholas Mckay,33.0,Artificial Intelligence A-Z,AI,93.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
05f5adc5-e413-4657-b2ca-49dfb88772ee,Sean Hill,37.0,Statistics for ML,Data Science,93.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
91dcc5b5-c502-48f8-a6bc-9db6c7c466e0,Robert Colon,41.0,Computer Vision with OpenCV,AI,93.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
a0b52332-b1a4-47b3-865c-d7b5529cd48a,Benjamin Buck,46.0,React and Redux,Web Development,93.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
9014ba6b-0492-4e4a-a77b-6263c1d1d52b,Matthew Dawson,29.0,Network Defense,Cybersecurity,93.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
8d9f62d7-133a-45b5-806e-8dff0bafc01e,Alexandra Smith,48.0,Advanced Penetration Testing,Cybersecurity,93.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
ff6f9551-0d3f-4471-a74d-6b0836404274,Brian Peterson,32.0,Google Cloud Fundamentals,Cloud Computing,93.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
821dd4b8-669d-4db8-b4fc-5d1dd02c7c1f,Kathy Torres,31.0,Advanced Penetration Testing,Cybersecurity,93.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
74b86b4a-f5af-417b-95d0-32d797b52731,Christopher Simon,44.0,AWS Certified Solutions Architect,Cloud Computing,93.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
0be1ea94-c6de-4e5b-974a-63f3f5c188a3,Matthew Huerta,39.0,Backend APIs with Node.js,Web Development,93.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
f1b8267e-0d64-4753-85b9-dd9081464d84,Maria Chavez,42.0,Serverless Computing,Cloud Computing,93.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
8b73b1ea-ead1-4b6e-8f7b-5bd364d4c54f,Susan Clark,35.0,Data Science Bootcamp,Data Science,93.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
7f7aece5-669c-4f9d-851c-d12a5827b643,Megan Freeman DVM,44.0,Kubernetes for DevOps,Cloud Computing,93.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
185fdbda-339f-4d86-9e65-5fec9798e32c,Tracy Cisneros,49.0,NLP with Transformers,AI,93.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
4938ab40-efb3-4a7e-9662-8df1effde458,Daniel Hicks,19.0,AWS Certified Solutions Architect,Cloud Computing,93.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
c62425a5-95cd-4ae6-a93d-22600611dc8b,Stephanie Jenkins,37.0,Certified Ethical Hacker (CEH),Cybersecurity,93.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
ea7d29a3-02be-4139-9a52-d5d8d1bc470f,Jeffrey Howard,33.0,Computer Vision with OpenCV,AI,93.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
6454877b-219d-47a1-a778-ddd78b86cb51,Steven Allen,18.0,Google Cloud Fundamentals,Cloud Computing,93.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
f4f0044c-3e96-45d9-8c96-37fec4f7fe78,Charles Lewis,35.0,NLP with Transformers,AI,93.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
9f103b89-8f85-4fee-a243-d797156be381,Janet Greene,40.0,Neural Networks from Scratch,AI,93.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
22a94240-839c-46ca-b3a3-f387a13320f0,Dana Lyons,32.0,Neural Networks from Scratch,AI,93.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
ef6b6daa-1c9c-43e0-8f1e-a7de100cda08,Holly Salazar,22.0,Python for Data Science,Data Science,93.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
68b68cdc-5cf9-495a-bb67-b545e085d333,Austin Lee,28.0,Backend APIs with Node.js,Web Development,93.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
f1fbfeb4-44c0-451a-b7ac-6bb9b1ac7599,Elizabeth Garrett,21.0,Computer Vision with OpenCV,AI,93.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
c5e1b211-3e10-40f2-8589-d5c29c6b2309,Jennifer Rodgers,34.0,Statistics for ML,Data Science,93.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
1109dbc5-47c8-47cf-a39c-10a7813b2f63,Haley Garcia,45.0,Data Science Bootcamp,Data Science,93.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
52ce5c25-fb57-4f7e-bb61-162a45b77525,Elizabeth Chapman,44.0,Serverless Computing,Cloud Computing,93.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
c8ea29ae-8b96-4fd7-a445-9c442f3ca874,Brenda Cox,25.0,Google Cloud Fundamentals,Cloud Computing,93.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
670f9326-bd90-40a0-8b51-0fcaf764924e,Brandon Vasquez Jr.,29.0,Advanced Penetration Testing,Cybersecurity,93.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
e59ac501-2fa3-43ef-9d0a-ff74471a9b1e,Anthony Martinez,36.0,JavaScript Mastery,Web Development,93.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
5fef608c-135b-40a3-bea5-2b8bb51feb5d,Charles Aguilar,45.0,Full Stack Web Development,Web Development,93.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
